"SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets"
"1",59,3,3,1,3,"2","1",68.7,0
"2",55,2,3,3,1,"1","2",44.85,0
"2",69,2,1,1,1,"2","2",29.8,0
"1",66,3,1,3,1,"2","2",88.9,0
"1",37,1,3,1,1,"2","2",58.75,0
"2",9,1,2,2,2,"2","1",19.85,0
"1",69,3,3,3,3,"3","1",86.9,0
"1",10,1,1,3,1,"1","2",59.65,0
"1",40,1,3,1,1,"1","2",55.25,4
"1",13,1,1,3,3,"1","1",66.4,0
"1",6,3,1,3,1,"1","2",90.1,0
"1",69,1,2,2,2,"3","1",20.15,0
"2",66,3,1,3,3,"2","2",108.1,0
"1",11,3,1,1,1,"1","1",53.75,0
"1",46,1,3,1,1,"2","1",56.9,0
"1",6,1,1,3,3,"1","1",89.3,1
"1",56,3,3,3,3,"1","2",109.6,0
"1",70,3,2,2,2,"3","1",25.15,0
"1",33,3,1,3,3,"2","2",79.15,0
"1",72,3,3,1,1,"3","1",66.75,0
"1",3,3,1,3,3,"1","2",95.2,1
"1",19,1,1,1,1,"1","1",48.8,1
"2",5,2,1,3,3,"1","1",45.7,0
"1",71,1,1,3,3,"3","2",80.7,5
"1",8,1,3,1,1,"1","2",74.5,0
"1",1,1,2,2,2,"1","1",20.55,0
"1",1,1,1,3,1,"1","2",79.65,0
"1",61,3,3,3,3,"2","2",115.1,0
"1",71,2,3,3,3,"3","1",59.7,0
"1",68,3,1,1,1,"2","1",86.45,0
"1",46,2,1,1,1,"2","1",33.7,0
"1",33,3,3,1,1,"2","1",80.1,0
"1",53,3,3,1,3,"3","2",104.05,0
"2",50,3,3,3,3,"1","1",108.75,0
"1",57,2,3,1,1,"2","2",41.1,0
"1",54,1,2,2,2,"3","2",20.35,3
"2",60,3,1,3,3,"1","2",105.9,0
"2",28,3,1,3,3,"1","2",101.3,3
"1",1,1,1,3,1,"1","2",80.05,0
"1",29,3,1,1,3,"1","2",89.2,3
"1",10,1,1,1,3,"1","2",65.5,0
"1",43,2,3,1,1,"1","2",40.45,0
"2",13,1,1,1,1,"1","1",70.45,0
"1",43,1,3,3,3,"3","2",78.8,0
"1",19,3,1,1,3,"1","2",83.65,0
"1",1,1,1,3,3,"1","2",90.1,0
"1",69,1,3,3,3,"3","2",82.45,0
"1",61,1,2,2,2,"3","1",20.25,0
"1",43,3,3,1,1,"1","1",66.25,0
"1",6,1,2,2,2,"1","1",19.5,0
"1",1,1,1,1,1,"1","1",51.25,0
"1",56,1,1,3,3,"1","1",89.7,3
"1",70,2,3,3,3,"3","1",64.55,0
"1",1,1,1,1,1,"1","2",45.6,0
"1",49,3,1,3,1,"2","2",93.65,0
"1",6,1,1,1,1,"1","2",49.65,0
"1",32,1,3,1,3,"3","1",73.6,0
"2",72,3,3,3,3,"3","2",109.75,0
"1",37,1,3,1,1,"3","1",61.45,0
"1",69,1,3,3,3,"2","2",106.4,0
"1",26,1,1,3,3,"1","1",81.9,0
"1",58,3,1,3,3,"2","2",105.2,0
"1",24,3,1,1,1,"2","1",54.6,0
"1",5,1,2,2,2,"2","1",20.55,0
"1",15,1,2,2,2,"1","2",20,0
"1",30,1,2,2,2,"3","1",19.7,0
"1",55,3,3,1,1,"2","2",66.05,0
"1",25,2,1,3,1,"1","2",34,0
"2",10,1,1,3,1,"1","2",92.5,1
"1",44,2,3,1,3,"3","2",54.05,0
"1",47,1,3,1,1,"2","2",58.9,0
"1",13,1,1,3,3,"1","1",88.35,1
"1",49,3,1,3,3,"3","2",107.95,5
"1",64,1,3,3,3,"2","2",96.9,0
"1",1,1,2,2,2,"1","1",19.1,0
"1",20,1,1,1,1,"1","1",50,0
"1",37,2,3,3,1,"3","1",45.4,0
"1",30,3,1,3,1,"1","1",85.45,0
"1",38,3,3,3,3,"2","1",84.1,0
"2",1,3,1,1,1,"1","2",74.45,0
"1",37,1,1,3,3,"1","2",64.75,4
"1",52,2,3,3,3,"3","1",66.25,0
"1",71,1,3,3,1,"3","2",76.9,0
"1",26,1,1,3,1,"1","1",89.8,2
"1",66,3,3,1,3,"3","2",74.6,0
"1",72,3,3,3,3,"3","2",116.95,0
"1",25,2,3,3,1,"2","2",40.65,0
"1",69,3,3,3,3,"3","2",114.35,0
"1",53,3,3,1,3,"3","1",69.7,0
"1",12,1,1,3,3,"2","1",95.5,1
"1",26,1,1,3,3,"1","2",98.65,0
"1",21,1,1,1,3,"1","1",61.65,0
"1",1,1,1,3,3,"1","2",89.35,0
"1",48,3,3,1,3,"1","2",95.4,0
"1",26,2,3,1,1,"2","1",35.4,0
"1",60,1,2,2,2,"3","1",19.95,0
"1",18,1,2,2,2,"1","1",19.25,0
"2",10,2,1,1,1,"1","2",29.65,0
"1",5,3,3,1,1,"1","2",84.5,1
"1",4,1,2,2,2,"2","2",20.4,0
"1",65,3,2,2,2,"3","1",24.75,0
"1",70,3,2,2,2,"3","1",25.35,0
"1",18,3,1,1,3,"1","2",90.7,1
"1",62,1,2,2,2,"3","1",20,0
"1",66,1,3,3,1,"3","2",59.75,0
"1",65,3,3,3,3,"3","2",82.5,0
"2",3,1,1,1,1,"1","2",70.3,0
"1",34,1,2,2,2,"1","1",20.35,0
"1",16,3,1,3,1,"1","2",90.8,0
"1",54,3,3,3,3,"2","2",103.95,5
"2",50,3,1,3,3,"1","2",104.95,0
"1",71,1,1,3,3,"3","2",105.25,0
"1",10,3,1,1,1,"1","2",74.75,0
"1",1,1,1,1,1,"1","2",50.8,0
"1",18,3,2,2,2,"2","1",23.75,1
"1",4,1,1,3,1,"1","2",61.3,0
"1",58,3,3,3,1,"3","1",75.8,0
"1",56,3,3,3,3,"2","2",98,0
"1",2,1,1,3,1,"1","2",80.25,0
"1",32,3,1,1,1,"1","2",78.9,2
"1",56,2,3,3,1,"2","2",52,0
"1",36,3,1,1,3,"1","2",84.75,0
"1",4,3,1,3,1,"1","2",64.4,0
"1",53,3,1,3,1,"1","1",85.45,0
"1",10,1,1,1,1,"1","2",45.8,0
"1",4,2,1,1,1,"1","1",30.5,0
"1",1,1,2,2,2,"1","1",19.9,0
"1",51,1,1,1,1,"1","1",69.15,0
"2",12,3,1,3,3,"1","2",99.45,1
"1",6,2,1,3,3,"2","2",49.25,0
"1",63,2,1,1,1,"3","1",39.35,0
"1",1,1,1,1,1,"1","2",70.6,0
"1",48,3,1,3,3,"1","2",105.1,0
"1",5,1,1,3,1,"1","2",81,0
"1",35,1,2,2,2,"2","2",20.1,0
"1",6,1,1,3,1,"1","2",84.85,0
"1",2,1,2,2,2,"1","1",19.75,0
"1",50,1,2,2,2,"2","1",19.75,2
"1",33,1,1,1,1,"1","2",70.4,0
"1",31,1,2,2,2,"3","1",20.45,2
"1",9,1,2,2,2,"3","1",20.35,0
"1",54,3,1,3,3,"1","2",86.2,0
"1",46,1,3,3,1,"2","2",95.65,0
"1",34,3,3,3,3,"2","2",103.8,0
"1",71,3,3,3,3,"3","2",97.2,0
"1",63,1,3,1,1,"3","1",63.55,0
"1",51,3,2,2,2,"3","1",24.95,0
"2",26,3,1,3,1,"1","2",89.15,2
"1",64,1,3,3,3,"3","2",99,0
"2",1,2,1,1,1,"1","2",24.8,0
"2",61,3,1,1,1,"2","2",85.55,0
"1",15,1,1,3,3,"1","2",94,0
"1",64,3,1,3,3,"2","2",105.65,6
"1",18,3,1,1,1,"1","2",50.3,0
"1",57,1,1,3,3,"2","2",95,0
"1",14,1,3,1,3,"3","2",61.4,0
"2",18,3,1,1,1,"1","2",80.55,0
"2",72,3,3,1,1,"3","1",78.5,0
"1",70,3,3,3,3,"3","1",114.3,4
"1",38,1,2,2,2,"3","1",20.05,0
"1",68,1,3,1,1,"3","1",62.65,0
"1",13,1,1,1,3,"1","2",80.85,0
"2",65,3,3,3,1,"3","2",92.7,0
"1",30,3,1,3,3,"1","1",100.45,0
"1",51,3,1,3,3,"3","2",75.2,0
"1",31,3,3,1,1,"1","2",84.75,0
"1",9,1,1,3,3,"1","1",89.45,0
"1",72,3,3,1,3,"3","2",79.5,0
"1",10,3,1,3,3,"1","2",72.15,1
"1",37,1,2,2,2,"2","2",19.8,0
"1",2,1,1,3,3,"1","1",76.4,0
"1",55,1,3,3,3,"2","2",100.9,0
"1",33,3,3,1,3,"1","2",95.3,0
"1",46,1,1,1,3,"2","1",90.95,0
"1",1,1,3,1,1,"1","1",54.5,0
"2",20,3,1,1,3,"1","2",61.6,0
"1",9,1,1,1,1,"1","2",79.9,0
"2",32,3,1,3,3,"1","2",96.15,3
"1",19,1,1,1,1,"1","2",49.6,0
"1",70,3,3,1,1,"3","1",65.3,6
"1",61,3,2,2,2,"3","2",25,0
"1",26,1,1,1,1,"1","1",45.45,0
"1",45,3,1,3,3,"1","2",107.75,0
"1",62,3,1,3,1,"3","2",89.1,0
"1",1,1,2,2,2,"1","1",19.65,0
"1",3,1,1,1,1,"1","1",44.75,0
"1",41,3,3,1,3,"2","2",101.6,0
"1",67,1,1,3,3,"3","1",103.15,0
"1",1,3,1,3,1,"1","2",84.65,0
"1",71,3,3,3,1,"2","1",95.65,0
"1",37,1,3,3,3,"2","1",75.1,0
"1",60,1,3,1,1,"3","2",61.35,0
"2",1,1,1,1,1,"1","2",69.55,0
"1",6,1,2,2,2,"1","1",19.7,0
"1",13,2,1,1,1,"1","2",31.05,0
"1",11,1,3,1,1,"1","1",51,0
"1",7,1,3,1,1,"1","2",51,0
"1",10,1,1,3,3,"1","2",88.85,0
"1",34,1,2,2,2,"3","1",20.05,0
"1",62,1,3,1,3,"3","2",65.1,0
"1",64,3,1,1,3,"2","2",70.15,0
"1",1,1,1,1,1,"1","2",44.35,0
"1",25,1,2,2,2,"3","2",20.75,0
"1",26,1,1,1,1,"2","2",56.05,0
"1",10,1,2,2,2,"2","2",19.95,0
"1",53,3,3,3,1,"2","1",98.6,0
"1",7,1,1,3,1,"1","2",79.7,0
"1",33,1,1,1,1,"1","2",79,0
"2",71,1,1,1,3,"3","1",89.45,0
"1",29,3,1,1,1,"1","2",74.2,0
"1",24,3,3,3,3,"1","1",81,0
"1",20,1,1,1,1,"1","2",49.6,0
"1",1,3,1,3,1,"1","2",84.6,0
"1",54,3,1,1,1,"1","2",55,5
"2",5,1,1,3,1,"1","2",84.85,0
"1",72,3,3,3,3,"3","2",84.2,0
"1",52,1,3,3,3,"3","2",106.3,5
"1",9,1,1,1,1,"1","1",69.05,0
"1",1,1,1,1,1,"1","2",45.4,0
"2",1,3,1,1,1,"1","2",73.65,0
"1",33,1,1,3,3,"2","2",73.9,5
"1",55,3,1,1,1,"1","2",77.75,0
"1",69,3,1,3,3,"3","2",99.35,0
"1",1,1,3,1,1,"1","2",50.75,0
"1",54,3,3,3,3,"3","1",87.1,0
"1",33,1,2,2,2,"2","2",20.15,0
"2",45,3,1,3,1,"2","2",98.7,0
"1",11,2,1,1,1,"1","1",25.2,0
"1",6,1,3,1,1,"1","2",55.7,0
"1",21,1,3,3,1,"1","1",65.35,0
"1",65,3,2,2,2,"3","2",25.3,0
"2",6,3,1,1,3,"1","2",84.35,0
"1",8,1,3,3,1,"1","1",84.95,0
"1",11,1,1,1,1,"1","2",73.85,0
"1",43,3,2,2,2,"3","1",24.25,0
"1",49,2,1,3,3,"2","2",51.8,6
"2",1,1,1,1,1,"1","1",46,0
"2",15,1,1,1,3,"1","2",79.4,0
"1",60,1,3,1,1,"3","1",60.5,0
"1",17,2,1,1,1,"1","1",25.1,0
"2",16,1,1,1,1,"1","2",71.8,0
"1",35,1,2,2,2,"2","1",20.05,0
"2",44,3,1,1,3,"2","1",88.4,4
"1",12,2,1,1,1,"2","1",30.25,0
"1",1,1,2,2,2,"1","1",20.2,0
"1",28,1,3,1,1,"2","2",59.9,0
"1",70,3,2,2,2,"3","1",25.15,0
"1",5,1,1,1,1,"1","1",46,0
"1",18,1,1,3,3,"1","1",101.3,0
"1",70,3,3,3,3,"3","2",76.95,0
"1",9,3,1,1,1,"1","2",55.3,0
"2",67,1,3,3,1,"3","2",92.45,0
"1",1,1,3,1,1,"1","2",48.45,0
"1",18,1,2,2,2,"3","1",19.35,0
"1",4,3,1,1,1,"1","1",51.75,0
"2",71,1,3,1,1,"2","2",86.7,0
"1",30,3,3,3,1,"1","2",94.4,4
"1",1,1,3,1,1,"1","1",55.7,0
"1",55,3,3,1,1,"2","2",84.25,0
"1",59,1,1,3,1,"1","2",64.65,0
"1",1,1,1,1,1,"1","2",70.15,0
"1",7,1,1,1,1,"1","2",69.2,0
"1",45,1,3,1,1,"3","1",54.65,0
"1",54,3,2,2,2,"2","2",24.75,0
"1",51,3,2,2,2,"2","2",23.95,0
"2",72,3,1,3,3,"2","1",105,0
"1",44,1,3,1,1,"2","2",59.85,0
"1",2,1,2,2,2,"1","1",20.05,0
"1",66,3,1,3,1,"2","2",92.15,0
"1",68,2,3,3,1,"2","1",44.8,0
"1",31,1,2,2,2,"3","1",20.9,0
"2",21,3,1,3,3,"1","2",95.4,0
"1",21,3,3,1,1,"1","1",80.35,0
"1",55,3,3,3,3,"3","2",85.1,0
"1",9,2,1,3,1,"1","2",34.7,0
"2",71,3,3,3,3,"3","2",115.05,3
"1",1,1,1,1,3,"1","2",81.1,0
"1",22,1,2,2,2,"2","1",19.95,0
"1",1,1,2,2,2,"1","1",20.55,0
"1",61,3,1,3,3,"3","2",106.6,6
"1",67,3,1,3,3,"3","1",86.15,0
"2",14,1,3,1,1,"1","1",78.85,0
"1",59,3,3,3,1,"1","2",106.75,5
"2",21,1,1,3,1,"1","1",86.55,0
"1",4,2,3,1,1,"1","1",42.4,0
"1",3,1,1,3,3,"1","2",89.45,0
"1",70,3,2,2,2,"3","1",24.25,0
"1",3,1,1,3,3,"1","2",97.9,2
"2",21,1,2,2,2,"2","1",20.5,0
"1",20,1,2,2,2,"1","2",19.6,0
"1",22,1,2,2,2,"2","1",20.25,0
"1",1,1,1,1,3,"1","2",55.7,0
"1",63,1,2,2,2,"3","2",20.6,0
"1",70,1,2,2,2,"3","1",19.8,0
"1",13,1,1,1,1,"1","2",79.8,2
"1",5,1,1,3,1,"1","1",80.2,0
"1",72,3,3,3,3,"3","2",116.4,0
"1",13,2,1,1,1,"1","2",31.65,0
"1",61,1,1,1,3,"1","1",94.15,0
"1",1,1,2,2,2,"1","1",20.65,0
"2",56,3,1,1,1,"1","2",76.85,0
"1",4,1,2,2,2,"1","1",20.15,0
"1",35,3,3,1,1,"3","1",55.25,0
"1",18,2,1,3,1,"1","2",39.05,2
"1",72,3,1,3,3,"3","1",82.15,0
"2",49,3,3,1,3,"2","1",103,0
"1",44,3,3,1,1,"1","2",95.1,0
"2",3,1,1,3,1,"1","2",83.9,0
"1",37,3,1,1,3,"1","2",95.15,0
"1",61,3,1,3,3,"2","2",79.8,0
"1",70,3,3,1,3,"3","2",74.8,0
"2",1,1,1,1,1,"1","2",69.85,0
"1",41,1,2,2,2,"1","1",20.45,0
"1",70,3,3,1,3,"2","1",78.35,2
"1",1,1,1,3,1,"1","2",53.55,0
"1",51,1,2,2,2,"2","1",19.1,1
"1",42,1,2,2,2,"3","1",20,0
"1",70,3,3,1,1,"3","1",93.9,7
"1",48,1,2,2,2,"2","1",19.95,0
"1",68,3,3,3,3,"3","2",113.15,8
"1",48,3,2,2,2,"3","1",24,3
"2",26,1,1,1,3,"1","1",84.95,4
"1",11,3,1,1,1,"1","2",80.5,0
"1",1,1,2,2,2,"1","2",19.3,0
"1",27,1,2,2,2,"2","1",19.15,0
"2",46,1,1,3,1,"2","2",91.3,0
"1",1,1,1,1,1,"1","2",49.65,0
"1",46,1,1,1,1,"3","1",54.35,0
"1",25,1,2,2,2,"1","2",19.15,0
"1",4,1,1,3,3,"1","2",88.45,1
"1",13,1,2,2,2,"3","1",19.75,0
"1",31,1,3,1,3,"2","2",75.5,0
"1",23,3,1,3,1,"1","2",83.75,0
"1",2,1,2,2,2,"1","1",19.4,0
"1",65,3,2,2,2,"3","1",26.5,0
"2",22,3,1,3,1,"1","2",90.5,1
"1",55,1,2,2,2,"2","1",19.15,0
"1",9,1,1,3,1,"1","2",94.85,0
"1",7,1,1,1,1,"1","2",69.95,0
"1",35,2,1,3,1,"2","1",40.9,0
"1",6,1,3,3,3,"3","2",80.25,0
"1",1,1,3,1,1,"1","2",48.6,0
"1",17,1,1,1,1,"1","2",70.8,0
"1",10,1,1,3,1,"1","1",60.2,0
"1",15,1,1,1,1,"2","1",55.2,0
"2",40,2,3,3,3,"1","2",55.8,4
"1",13,1,3,1,1,"2","1",54.15,0
"1",29,3,1,1,1,"1","2",80.15,0
"1",3,3,1,1,1,"1","2",75.5,0
"2",58,3,1,3,3,"1","2",100.4,0
"1",45,1,3,1,1,"2","2",62.55,0
"1",72,3,3,1,1,"3","2",70.45,0
"1",68,3,3,1,1,"2","2",85.5,0
"1",1,1,2,2,2,"1","2",20.2,0
"1",38,1,3,1,1,"1","1",54.5,0
"1",2,1,2,2,2,"1","1",20.75,0
"1",11,1,2,2,2,"1","1",20.35,0
"2",20,1,1,3,3,"2","2",91,0
"1",72,3,1,3,3,"3","2",104.8,0
"1",3,3,1,1,1,"1","2",74.75,0
"1",23,3,1,3,3,"1","2",104.05,3
"1",40,1,1,1,1,"1","2",51.1,0
"2",62,3,1,1,3,"1","2",89.8,0
"1",22,1,2,2,2,"1","2",20.55,0
"1",11,1,3,1,3,"1","1",64.05,0
"2",7,3,1,1,1,"1","2",74.85,0
"1",13,3,3,3,1,"1","2",96.65,0
"2",1,1,2,2,2,"1","1",20.05,0
"1",39,3,1,3,3,"1","2",103.45,2
"1",3,2,1,1,1,"1","1",25,0
"1",58,1,2,2,2,"3","1",20.3,1
"1",6,3,2,2,2,"1","1",26.35,0
"1",1,1,2,2,2,"1","2",19.9,0
"1",22,1,1,1,1,"1","2",54.7,0
"1",14,2,1,3,3,"1","1",46.35,0
"1",64,3,1,1,3,"2","1",90.25,0
"1",1,1,2,2,2,"1","1",19.95,0
"1",6,1,2,2,2,"1","1",20.65,0
"1",1,1,1,1,3,"1","1",79.6,0
"1",39,3,2,2,2,"2","1",25.45,0
"1",20,1,2,2,2,"2","1",19.5,0
"1",1,1,1,1,1,"1","2",75.9,0
"1",1,1,1,1,1,"1","1",76.2,0
"1",64,3,3,3,1,"2","2",66.15,0
"1",1,1,2,2,2,"1","1",19.25,0
"1",46,1,1,3,3,"1","2",69.1,0
"2",28,2,1,1,3,"2","2",39.1,0
"1",33,1,2,2,2,"1","1",20.05,0
"1",39,1,3,1,1,"2","1",59.8,0
"1",42,3,1,1,1,"1","2",84.3,0
"1",1,1,1,1,1,"1","2",48.6,0
"1",7,1,1,3,1,"1","2",79,0
"2",70,1,3,3,3,"3","1",105.35,0
"1",65,3,2,2,2,"3","2",25.1,0
"1",1,1,3,1,1,"1","1",49.75,0
"1",18,3,1,3,3,"1","2",94.75,0
"1",24,3,1,3,3,"1","2",93,0
"1",63,3,3,1,3,"3","2",71.9,0
"1",44,3,1,3,3,"2","2",77.55,3
"1",4,1,2,2,2,"1","2",19.85,0
"1",1,1,1,1,1,"1","2",70.25,0
"1",37,3,1,3,3,"1","2",95.25,0
"2",10,1,1,1,3,"1","2",84.6,1
"1",34,2,1,1,1,"1","2",25.05,0
"1",35,2,3,3,3,"2","1",53.15,0
"1",4,1,2,2,2,"1","1",20.15,0
"2",39,3,1,3,3,"1","2",101.25,0
"2",43,1,1,3,3,"2","2",100.55,0
"1",17,3,2,2,2,"1","1",24.1,0
"1",61,3,2,2,2,"3","1",25.3,0
"1",49,3,3,1,3,"2","1",71.8,4
"1",4,1,2,2,2,"2","1",19.7,0
"1",64,2,1,1,3,"3","1",49.85,0
"1",3,1,1,1,1,"1","2",69.6,0
"1",1,1,2,2,2,"1","1",19.75,0
"1",40,1,1,1,1,"2","1",80.8,0
"1",1,1,3,1,1,"1","2",60,0
"1",8,3,1,1,3,"1","2",86.55,0
"2",1,1,2,2,2,"1","2",20.85,0
"2",34,1,1,3,1,"2","1",64.2,0
"1",1,2,1,1,3,"1","1",35,0
"1",39,2,1,3,3,"1","2",50.75,3
"2",58,1,3,3,3,"2","2",105.5,5
"1",45,1,2,2,2,"3","1",19.2,0
"2",6,1,3,3,1,"1","2",85.15,0
"1",43,1,3,1,1,"2","2",90.65,0
"1",41,1,2,2,2,"3","2",20,0
"1",5,1,1,1,1,"1","2",74.65,0
"1",72,2,3,3,3,"3","2",61.2,0
"1",4,1,2,2,2,"2","1",19.95,0
"1",9,1,1,1,1,"1","1",54.8,0
"2",72,3,1,3,3,"3","2",73.45,0
"1",33,1,1,1,1,"2","2",51.45,0
"1",72,3,3,1,1,"3","1",80.45,0
"1",22,1,3,1,1,"1","2",54.2,0
"1",70,3,1,3,3,"2","2",109.5,7
"1",21,3,1,3,3,"1","1",104.4,3
"1",15,1,1,3,1,"1","1",85.3,0
"2",29,3,1,1,1,"1","2",79.3,0
"1",15,1,1,3,3,"1","1",76.5,0
"2",71,3,3,3,3,"1","2",105.1,8
"2",72,3,2,2,2,"3","1",25.4,0
"1",19,3,1,3,1,"1","2",86.85,0
"1",1,1,2,2,2,"1","1",19.65,0
"1",1,1,1,1,1,"1","2",75.7,0
"1",2,1,1,1,1,"1","1",45.55,0
"2",11,3,1,1,1,"1","2",78.1,0
"1",12,1,2,2,2,"2","1",19.3,0
"1",70,3,1,3,3,"3","2",110.5,0
"2",20,3,1,3,1,"1","1",90.8,2
"1",23,1,2,2,2,"1","2",20.3,2
"2",49,3,3,1,3,"3","1",81.35,0
"1",4,3,1,3,3,"1","2",97.95,0
"1",32,3,3,3,3,"1","2",108.15,3
"1",2,1,1,1,3,"1","2",55.3,0
"2",69,2,3,3,3,"3","1",56.55,0
"1",6,1,1,3,1,"1","2",80.5,0
"1",24,1,2,2,2,"3","2",19.7,1
"1",32,3,1,3,3,"2","2",104.05,0
"1",27,1,3,1,1,"3","1",52.85,1
"2",27,3,3,3,3,"1","2",104.3,0
"1",58,3,1,1,1,"1","1",80.65,0
"1",1,1,1,1,1,"1","2",71.35,0
"1",18,3,2,2,2,"3","2",24.65,0
"1",47,1,2,2,2,"3","2",21.3,0
"1",70,3,1,3,3,"3","2",110.2,0
"1",13,3,1,1,1,"1","1",89.4,1
"1",36,1,3,1,1,"1","1",51.05,2
"1",67,1,2,2,2,"3","2",19.8,0
"1",10,1,2,2,2,"1","2",19.9,0
"2",19,1,3,1,3,"1","2",87.3,0
"1",71,1,2,2,2,"3","1",19.85,0
"1",72,3,3,3,3,"3","2",89.4,0
"1",48,1,2,2,2,"3","1",20,0
"1",1,1,2,2,2,"1","1",20.05,0
"1",18,1,3,3,3,"1","1",83.25,0
"1",1,1,2,2,2,"1","1",20.6,0
"2",67,3,1,3,3,"3","1",102.9,0
"1",69,2,3,1,1,"3","1",39.1,0
"1",19,3,1,3,3,"1","2",99.95,1
"2",72,3,3,3,3,"3","2",114.5,0
"2",38,1,2,2,2,"3","1",20.2,0
"2",40,1,1,1,3,"2","1",55.8,0
"1",61,3,2,2,2,"3","2",24.2,0
"1",10,3,1,1,1,"1","2",81,0
"1",32,3,3,3,1,"2","2",72.8,0
"1",21,3,1,3,3,"1","2",99.85,0
"2",59,3,1,3,3,"2","2",99.5,4
"2",13,1,1,1,1,"1","2",70.15,0
"1",47,1,2,2,2,"3","1",20.25,0
"1",69,3,2,2,2,"3","2",26,0
"1",2,1,2,2,2,"1","2",19.9,0
"1",22,1,2,2,2,"1","1",19.05,0
"2",15,3,3,3,1,"1","2",96.5,0
"1",53,1,2,2,2,"3","1",19.85,0
"2",28,3,2,2,2,"1","1",25.7,0
"1",22,1,2,2,2,"2","1",20.3,1
"1",1,1,1,1,1,"1","2",70.15,0
"2",16,1,1,1,3,"1","2",91.55,0
"1",48,2,3,1,1,"3","1",39.4,0
"2",30,3,3,3,1,"1","2",105.7,0
"1",3,1,1,1,1,"1","2",70.25,0
"2",57,3,3,1,3,"3","1",93.75,0
"2",68,3,3,1,3,"2","2",96.55,7
"1",23,1,1,3,1,"2","1",60,2
"1",65,1,1,3,1,"3","2",59.8,3
"1",44,1,1,3,3,"2","2",90.65,0
"1",71,3,3,3,3,"3","2",109,0
"1",37,3,3,1,1,"2","1",68.1,1
"1",12,1,2,2,2,"1","1",20.4,0
"1",69,3,1,3,3,"3","2",81.95,0
"1",35,1,3,1,1,"1","1",60.55,0
"1",5,1,1,1,3,"1","2",65.6,0
"1",58,3,1,3,1,"3","1",82.5,0
"1",72,3,3,1,3,"3","2",82.3,0
"1",72,3,3,1,1,"3","1",68.15,0
"1",1,1,2,2,2,"1","1",20.3,0
"1",39,1,3,3,1,"2","2",95.55,2
"1",53,1,2,2,2,"2","1",20.2,2
"1",27,1,1,1,3,"1","2",89.2,0
"2",1,1,1,1,1,"1","2",69.65,0
"2",1,1,1,3,3,"1","2",89.3,0
"1",18,1,3,1,1,"1","1",74.8,0
"1",46,1,2,2,2,"3","2",20.2,0
"1",72,3,3,3,3,"3","2",84.4,0
"1",36,1,1,1,3,"1","2",87.55,1
"1",4,2,1,1,1,"1","2",25.15,0
"1",25,1,2,2,2,"3","1",19.8,0
"1",40,2,1,3,3,"1","2",50.85,0
"1",63,3,1,3,3,"1","2",102.4,0
"2",15,1,3,1,3,"1","2",96.3,0
"1",14,3,1,1,1,"1","2",55.5,0
"2",72,3,1,3,3,"3","2",109.75,0
"1",39,3,3,3,3,"1","2",106.4,0
"1",47,2,3,3,3,"3","2",60,0
"1",19,3,3,1,1,"1","2",88.8,0
"1",5,3,1,3,1,"1","2",85.2,0
"1",13,2,1,1,3,"1","2",35.1,0
"1",17,3,1,1,1,"1","1",80.05,1
"2",34,3,1,1,1,"1","2",75.55,0
"1",42,1,1,1,1,"1","2",49.55,0
"1",5,3,1,1,1,"1","2",81.3,0
"1",71,3,2,2,2,"3","1",23.9,0
"2",19,1,3,3,1,"1","1",66.4,0
"1",2,1,2,2,2,"1","2",19.6,0
"1",57,1,2,2,2,"3","1",18.8,0
"1",72,3,1,3,3,"3","2",108.4,0
"1",6,1,1,1,3,"1","2",85.95,0
"1",17,3,1,1,3,"1","2",85.45,0
"1",61,3,1,3,3,"3","1",80.9,0
"1",1,1,1,1,1,"1","2",71,0
"1",48,3,3,3,3,"3","1",111.8,1
"1",16,1,2,2,2,"1","2",20.6,0
"2",9,3,1,1,3,"1","2",85.05,0
"1",3,1,1,1,1,"1","1",44.6,0
"1",1,1,1,1,1,"1","2",44.4,0
"1",65,3,1,3,3,"3","1",105.1,0
"1",70,3,3,3,3,"3","2",115.15,0
"1",60,1,3,3,1,"2","2",59.8,0
"1",69,3,2,2,2,"2","2",26.3,0
"2",35,1,1,1,1,"1","1",70.55,0
"1",22,1,2,2,2,"1","2",20.05,0
"1",66,3,1,3,3,"3","1",79.85,0
"2",1,1,1,1,1,"1","2",70.3,0
"1",1,1,1,3,1,"1","2",79.35,0
"1",34,3,1,1,3,"1","2",90.05,1
"1",72,3,2,2,2,"3","1",24.45,0
"1",31,2,3,3,3,"2","1",59.95,0
"1",30,3,2,2,2,"2","1",25.35,0
"1",9,1,1,3,3,"1","2",90.8,1
"1",20,1,1,1,1,"1","2",70.45,0
"2",19,2,1,1,1,"1","2",34.3,0
"1",65,3,3,3,3,"1","2",105.05,0
"1",30,1,2,2,2,"3","1",19.3,0
"1",6,1,2,2,2,"2","1",19.15,0
"1",2,2,1,3,3,"1","1",51.4,0
"1",53,3,3,1,3,"1","1",71.85,0
"2",7,3,1,1,1,"1","2",75.4,0
"1",61,1,3,1,1,"2","2",49.7,0
"2",70,2,1,3,3,"2","2",45.25,9
"1",13,3,3,3,3,"1","2",78.75,0
"2",35,3,1,1,1,"2","2",81.6,0
"1",2,1,1,1,1,"1","2",70.4,0
