"","SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets","Churn"
"5654","1",1,1,1,1,1,"1","2",70.25,0,0
"5655","1",37,3,1,3,3,"1","2",95.25,0,1
"5656","2",10,1,1,1,3,"1","2",84.6,1,0
"5657","1",34,2,1,1,1,"1","2",25.05,0,1
"5658","1",35,2,3,3,3,"2","1",53.15,0,1
"5659","1",4,1,2,2,2,"1","1",20.15,0,1
"5660","2",39,3,1,3,3,"1","2",101.25,0,1
"5661","2",43,1,1,3,3,"2","2",100.55,0,1
"5662","1",17,3,2,2,2,"1","1",24.1,0,0
"5663","1",61,3,2,2,2,"3","1",25.3,0,1
"5664","1",49,3,3,1,3,"2","1",71.8,4,1
"5665","1",4,1,2,2,2,"2","1",19.7,0,1
"5666","1",64,2,1,1,3,"3","1",49.85,0,1
"5667","1",3,1,1,1,1,"1","2",69.6,0,1
"5668","1",1,1,2,2,2,"1","1",19.75,0,1
"5669","1",40,1,1,1,1,"2","1",80.8,0,1
"5670","1",1,1,3,1,1,"1","2",60,0,0
"5671","1",8,3,1,1,3,"1","2",86.55,0,0
"5672","2",1,1,2,2,2,"1","2",20.85,0,0
"5673","2",34,1,1,3,1,"2","1",64.2,0,1
"5674","1",1,2,1,1,3,"1","1",35,0,1
"5675","1",39,2,1,3,3,"1","2",50.75,3,0
"5676","2",58,1,3,3,3,"2","2",105.5,5,0
"5677","1",45,1,2,2,2,"3","1",19.2,0,1
"5678","2",6,1,3,3,1,"1","2",85.15,0,0
"5679","1",43,1,3,1,1,"2","2",90.65,0,1
"5680","1",41,1,2,2,2,"3","2",20,0,1
"5681","1",5,1,1,1,1,"1","2",74.65,0,1
"5682","1",72,2,3,3,3,"3","2",61.2,0,1
"5683","1",4,1,2,2,2,"2","1",19.95,0,1
"5684","1",9,1,1,1,1,"1","1",54.8,0,1
"5685","2",72,3,1,3,3,"3","2",73.45,0,1
"5686","1",33,1,1,1,1,"2","2",51.45,0,1
"5687","1",72,3,3,1,1,"3","1",80.45,0,1
"5688","1",22,1,3,1,1,"1","2",54.2,0,0
"5689","1",70,3,1,3,3,"2","2",109.5,7,0
"5690","1",21,3,1,3,3,"1","1",104.4,3,0
"5691","1",15,1,1,3,1,"1","1",85.3,0,1
"5692","2",29,3,1,1,1,"1","2",79.3,0,1
"5693","1",15,1,1,3,3,"1","1",76.5,0,1
"5694","2",71,3,3,3,3,"1","2",105.1,8,0
"5695","2",72,3,2,2,2,"3","1",25.4,0,1
"5696","1",19,3,1,3,1,"1","2",86.85,0,1
"5697","1",1,1,2,2,2,"1","1",19.65,0,1
"5698","1",1,1,1,1,1,"1","2",75.7,0,0
"5699","1",2,1,1,1,1,"1","1",45.55,0,1
"5700","2",11,3,1,1,1,"1","2",78.1,0,1
"5701","1",12,1,2,2,2,"2","1",19.3,0,1
"5702","1",70,3,1,3,3,"3","2",110.5,0,1
"5703","2",20,3,1,3,1,"1","1",90.8,2,0
"5704","1",23,1,2,2,2,"1","2",20.3,2,1
"5705","2",49,3,3,1,3,"3","1",81.35,0,1
"5706","1",4,3,1,3,3,"1","2",97.95,0,0
"5707","1",32,3,3,3,3,"1","2",108.15,3,0
"5708","1",2,1,1,1,3,"1","2",55.3,0,1
"5709","2",69,2,3,3,3,"3","1",56.55,0,1
"5710","1",6,1,1,3,1,"1","2",80.5,0,0
"5711","1",24,1,2,2,2,"3","2",19.7,1,1
"5712","1",32,3,1,3,3,"2","2",104.05,0,1
"5713","1",27,1,3,1,1,"3","1",52.85,1,1
"5714","2",27,3,3,3,3,"1","2",104.3,0,0
"5715","1",58,3,1,1,1,"1","1",80.65,0,1
"5716","1",1,1,1,1,1,"1","2",71.35,0,0
"5717","1",18,3,2,2,2,"3","2",24.65,0,1
"5718","1",47,1,2,2,2,"3","2",21.3,0,1
"5719","1",70,3,1,3,3,"3","2",110.2,0,1
"5720","1",13,3,1,1,1,"1","1",89.4,1,0
"5721","1",36,1,3,1,1,"1","1",51.05,2,1
"5722","1",67,1,2,2,2,"3","2",19.8,0,1
"5723","1",10,1,2,2,2,"1","2",19.9,0,1
"5724","2",19,1,3,1,3,"1","2",87.3,0,1
"5725","1",71,1,2,2,2,"3","1",19.85,0,1
"5726","1",72,3,3,3,3,"3","2",89.4,0,1
"5727","1",48,1,2,2,2,"3","1",20,0,1
"5728","1",1,1,2,2,2,"1","1",20.05,0,1
"5729","1",18,1,3,3,3,"1","1",83.25,0,1
"5730","1",1,1,2,2,2,"1","1",20.6,0,0
"5731","2",67,3,1,3,3,"3","1",102.9,0,1
"5732","1",69,2,3,1,1,"3","1",39.1,0,1
"5733","1",19,3,1,3,3,"1","2",99.95,1,0
"5734","2",72,3,3,3,3,"3","2",114.5,0,1
"5735","2",38,1,2,2,2,"3","1",20.2,0,1
"5736","2",40,1,1,1,3,"2","1",55.8,0,1
"5737","1",61,3,2,2,2,"3","2",24.2,0,1
"5738","1",10,3,1,1,1,"1","2",81,0,0
"5739","1",32,3,3,3,1,"2","2",72.8,0,1
"5740","1",21,3,1,3,3,"1","2",99.85,0,1
"5741","2",59,3,1,3,3,"2","2",99.5,4,1
"5742","2",13,1,1,1,1,"1","2",70.15,0,0
"5743","1",47,1,2,2,2,"3","1",20.25,0,1
"5744","1",69,3,2,2,2,"3","2",26,0,1
"5745","1",2,1,2,2,2,"1","2",19.9,0,1
"5746","1",22,1,2,2,2,"1","1",19.05,0,1
"5747","2",15,3,3,3,1,"1","2",96.5,0,1
"5748","1",53,1,2,2,2,"3","1",19.85,0,1
"5749","2",28,3,2,2,2,"1","1",25.7,0,1
"5750","1",22,1,2,2,2,"2","1",20.3,1,1
"5751","1",1,1,1,1,1,"1","2",70.15,0,0
"5752","2",16,1,1,1,3,"1","2",91.55,0,1
"5753","1",48,2,3,1,1,"3","1",39.4,0,1
"5754","2",30,3,3,3,1,"1","2",105.7,0,1
"5755","1",3,1,1,1,1,"1","2",70.25,0,1
"5756","2",57,3,3,1,3,"3","1",93.75,0,1
"5757","2",68,3,3,1,3,"2","2",96.55,7,0
"5758","1",23,1,1,3,1,"2","1",60,2,1
"5759","1",65,1,1,3,1,"3","2",59.8,3,1
"5760","1",44,1,1,3,3,"2","2",90.65,0,1
"5761","1",71,3,3,3,3,"3","2",109,0,1
"5762","1",37,3,3,1,1,"2","1",68.1,1,1
"5763","1",12,1,2,2,2,"1","1",20.4,0,1
"5764","1",69,3,1,3,3,"3","2",81.95,0,1
"5765","1",35,1,3,1,1,"1","1",60.55,0,1
"5766","1",5,1,1,1,3,"1","2",65.6,0,1
"5767","1",58,3,1,3,1,"3","1",82.5,0,1
"5768","1",72,3,3,1,3,"3","2",82.3,0,1
"5769","1",72,3,3,1,1,"3","1",68.15,0,1
"5770","1",1,1,2,2,2,"1","1",20.3,0,1
"5771","1",39,1,3,3,1,"2","2",95.55,2,0
"5772","1",53,1,2,2,2,"2","1",20.2,2,1
"5773","1",27,1,1,1,3,"1","2",89.2,0,1
"5774","2",1,1,1,1,1,"1","2",69.65,0,0
"5775","2",1,1,1,3,3,"1","2",89.3,0,0
"5776","1",18,1,3,1,1,"1","1",74.8,0,1
"5777","1",46,1,2,2,2,"3","2",20.2,0,1
"5778","1",72,3,3,3,3,"3","2",84.4,0,1
"5779","1",36,1,1,1,3,"1","2",87.55,1,0
"5780","1",4,2,1,1,1,"1","2",25.15,0,1
"5781","1",25,1,2,2,2,"3","1",19.8,0,1
"5782","1",40,2,1,3,3,"1","2",50.85,0,1
"5783","1",63,3,1,3,3,"1","2",102.4,0,1
"5784","2",15,1,3,1,3,"1","2",96.3,0,0
"5785","1",14,3,1,1,1,"1","2",55.5,0,1
"5786","2",72,3,1,3,3,"3","2",109.75,0,1
"5787","1",39,3,3,3,3,"1","2",106.4,0,1
"5788","1",47,2,3,3,3,"3","2",60,0,1
"5789","1",19,3,3,1,1,"1","2",88.8,0,1
"5790","1",5,3,1,3,1,"1","2",85.2,0,0
"5791","1",13,2,1,1,3,"1","2",35.1,0,0
"5792","1",17,3,1,1,1,"1","1",80.05,1,1
"5793","2",34,3,1,1,1,"1","2",75.55,0,1
"5794","1",42,1,1,1,1,"1","2",49.55,0,1
"5795","1",5,3,1,1,1,"1","2",81.3,0,0
"5796","1",71,3,2,2,2,"3","1",23.9,0,1
"5797","2",19,1,3,3,1,"1","1",66.4,0,1
"5798","1",2,1,2,2,2,"1","2",19.6,0,0
"5799","1",57,1,2,2,2,"3","1",18.8,0,1
"5800","1",72,3,1,3,3,"3","2",108.4,0,1
"5801","1",6,1,1,1,3,"1","2",85.95,0,1
"5802","1",17,3,1,1,3,"1","2",85.45,0,0
"5803","1",61,3,1,3,3,"3","1",80.9,0,1
"5804","1",1,1,1,1,1,"1","2",71,0,0
"5805","1",48,3,3,3,3,"3","1",111.8,1,1
"5806","1",16,1,2,2,2,"1","2",20.6,0,1
"5807","2",9,3,1,1,3,"1","2",85.05,0,0
"5808","1",3,1,1,1,1,"1","1",44.6,0,1
"5809","1",1,1,1,1,1,"1","2",44.4,0,0
"5810","1",65,3,1,3,3,"3","1",105.1,0,1
"5811","1",70,3,3,3,3,"3","2",115.15,0,1
"5812","1",60,1,3,3,1,"2","2",59.8,0,1
"5813","1",69,3,2,2,2,"2","2",26.3,0,1
"5814","2",35,1,1,1,1,"1","1",70.55,0,1
"5815","1",22,1,2,2,2,"1","2",20.05,0,1
"5816","1",66,3,1,3,3,"3","1",79.85,0,1
"5817","2",1,1,1,1,1,"1","2",70.3,0,0
"5818","1",1,1,1,3,1,"1","2",79.35,0,0
"5819","1",34,3,1,1,3,"1","2",90.05,1,1
"5820","1",72,3,2,2,2,"3","1",24.45,0,1
"5821","1",31,2,3,3,3,"2","1",59.95,0,1
"5822","1",30,3,2,2,2,"2","1",25.35,0,1
"5823","1",9,1,1,3,3,"1","2",90.8,1,0
"5824","1",20,1,1,1,1,"1","2",70.45,0,0
"5825","2",19,2,1,1,1,"1","2",34.3,0,1
"5826","1",65,3,3,3,3,"1","2",105.05,0,1
"5827","1",30,1,2,2,2,"3","1",19.3,0,1
"5828","1",6,1,2,2,2,"2","1",19.15,0,1
"5829","1",2,2,1,3,3,"1","1",51.4,0,1
"5830","1",53,3,3,1,3,"1","1",71.85,0,1
"5831","2",7,3,1,1,1,"1","2",75.4,0,1
"5832","1",61,1,3,1,1,"2","2",49.7,0,1
"5833","2",70,2,1,3,3,"2","2",45.25,9,0
"5834","1",13,3,3,3,3,"1","2",78.75,0,1
"5835","2",35,3,1,1,1,"2","2",81.6,0,1
"5836","1",2,1,1,1,1,"1","2",70.4,0,1
"5837","1",3,3,1,1,1,"1","2",75.8,0,0
"5838","1",3,3,1,1,1,"1","1",76.1,0,1
"5839","1",62,3,1,3,3,"2","2",94,0,1
"5840","1",72,3,3,1,3,"3","1",103.95,0,1
"5841","1",63,1,2,2,2,"3","2",19.95,0,1
"5842","2",20,1,1,1,1,"1","1",71.3,0,0
"5843","2",35,3,3,3,3,"2","2",110.8,0,1
"5844","2",21,1,1,1,1,"1","2",69.1,0,0
"5845","1",62,3,3,1,3,"2","1",96.1,5,1
"5846","1",15,3,1,1,1,"1","2",48.8,0,1
"5847","1",55,1,3,1,1,"1","2",50.55,0,1
"5848","1",11,1,1,1,1,"1","2",44.65,0,1
"5849","1",17,3,1,3,1,"1","1",88.25,0,0
"5850","1",61,1,2,2,2,"2","1",19.45,0,1
"5851","1",71,3,3,3,3,"3","1",89.3,0,1
"5852","1",2,1,1,1,1,"1","1",70,0,0
"5853","1",35,1,2,2,2,"3","1",19.25,0,1
"5854","1",17,1,1,1,1,"1","1",70.5,0,1
"5855","1",21,3,1,3,3,"1","2",97.35,2,0
"5856","1",47,1,2,2,2,"3","1",19.65,0,1
"5857","1",3,1,2,2,2,"1","1",20.85,0,1
"5858","1",3,1,2,2,2,"1","2",19.65,0,1
"5859","2",44,1,2,2,2,"3","2",19.35,0,1
"5860","1",1,1,1,1,1,"1","2",44,0,1
"5861","1",44,3,1,1,3,"2","1",94.4,0,1
"5862","1",5,3,2,2,2,"1","2",25.9,0,0
"5863","1",24,3,3,1,1,"1","2",55.65,0,0
"5864","1",1,1,1,1,1,"1","2",69.65,0,0
"5865","1",18,1,3,1,1,"1","2",75.4,0,1
"5866","1",10,3,1,3,3,"1","2",100.6,0,0
"5867","1",65,1,3,1,3,"3","1",71,0,1
"5868","2",1,1,1,1,3,"1","2",86,1,0
"5869","1",53,3,3,3,3,"2","2",106.95,5,0
"5870","1",3,1,2,2,2,"2","1",21.2,0,1
"5871","1",33,1,3,1,1,"3","2",61.05,0,1
"5872","1",3,2,1,1,1,"1","2",29.6,0,0
"5873","1",34,1,3,3,3,"2","2",79.95,0,1
"5874","1",14,1,2,2,2,"3","2",19.7,0,1
"5875","1",13,1,2,2,2,"1","2",20.3,0,1
"5876","2",46,2,1,3,3,"2","2",59.9,2,0
"5877","1",23,3,2,2,2,"2","1",24.35,0,1
"5878","1",47,1,2,2,2,"3","1",19.75,0,1
"5879","1",17,1,3,1,1,"1","2",50.3,0,1
"5880","1",49,3,1,3,3,"1","2",95.6,4,0
"5881","2",59,2,1,3,3,"1","2",50.25,0,1
"5882","1",69,3,3,3,3,"3","2",85.35,0,1
"5883","1",11,2,1,3,1,"2","2",41.6,1,0
"5884","1",10,1,3,1,1,"1","2",51.65,0,1
"5885","1",12,3,2,2,2,"3","2",24,0,1
"5886","1",45,3,1,3,3,"1","2",100.85,5,0
"5887","1",39,1,1,3,1,"1","2",59.85,0,1
"5888","2",71,3,2,2,2,"3","1",25.45,0,1
"5889","1",71,3,2,2,2,"3","1",23.9,0,1
"5890","1",33,3,2,2,2,"2","1",24.15,0,1
"5891","2",67,3,1,1,1,"1","2",75.7,4,1
"5892","1",37,2,3,1,1,"1","1",40.2,4,0
"5893","1",49,3,1,3,1,"1","1",84.5,0,0
"5894","1",9,1,1,1,1,"1","1",50.85,0,1
"5895","1",52,3,3,1,1,"3","2",91.6,0,1
"5896","1",70,3,1,3,3,"2","1",98.9,0,1
"5897","1",1,1,1,1,3,"1","2",85,0,1
"5898","2",14,3,1,1,1,"1","2",78.95,0,0
"5899","1",1,1,1,1,1,"1","2",44.3,0,1
"5900","1",1,1,2,2,2,"1","1",20.2,0,0
"5901","1",52,3,1,1,1,"2","2",80.2,0,1
"5902","1",6,1,1,3,1,"1","1",60.9,0,1
"5903","1",7,2,3,1,1,"1","1",34.2,0,1
"5904","2",47,3,1,1,1,"1","2",85.2,3,0
"5905","1",26,1,3,1,1,"2","2",87.15,0,1
"5906","1",25,1,3,1,1,"1","1",54.3,0,1
"5907","1",69,1,2,2,2,"3","2",19.1,0,1
"5908","1",72,3,3,3,3,"3","2",112.75,0,1
"5909","1",4,1,2,2,2,"1","2",19.95,0,1
"5910","1",59,1,2,2,2,"3","1",19.5,0,1
"5911","1",67,1,3,1,3,"3","1",65.55,0,1
"5912","2",26,1,1,1,3,"1","2",78.8,0,1
"5913","1",27,1,1,3,3,"2","1",78.2,0,1
"5914","1",72,3,3,3,3,"3","1",105.25,0,1
"5915","1",6,1,1,1,3,"1","2",89.25,0,1
"5916","1",62,1,2,2,2,"3","1",20.65,0,1
"5917","1",20,3,1,3,1,"2","2",68.7,1,1
"5918","1",6,1,3,3,3,"1","1",78.65,0,1
"5919","1",51,3,2,2,2,"3","1",24.75,0,1
"5920","1",61,1,2,2,2,"3","1",19.75,0,1
"5921","2",62,3,3,1,1,"1","2",89.1,3,1
"5922","1",72,3,3,1,1,"3","2",84.7,0,1
"5923","2",13,1,1,3,3,"1","2",98,2,0
"5924","1",5,1,1,3,3,"1","2",94.45,2,0
"5925","2",3,3,1,3,3,"1","2",105,0,0
"5926","2",26,3,1,1,3,"1","2",93.85,2,0
"5927","2",13,1,1,3,1,"1","2",59.9,0,1
"5928","1",38,1,2,2,2,"3","2",19.95,0,1
"5929","2",8,3,1,1,3,"1","2",84,0,0
"5930","2",34,3,1,3,3,"1","2",108.9,0,1
"5931","1",18,2,3,1,1,"1","1",33.6,0,1
"5932","1",56,1,1,1,1,"2","2",85.85,0,1
"5933","1",36,2,1,1,1,"1","2",34.85,0,1
"5934","1",9,2,1,3,3,"1","2",48.75,0,0
"5935","1",1,1,1,3,1,"1","2",84.85,0,0
"5936","1",12,1,3,1,1,"1","1",56.65,0,0
"5937","2",57,1,1,3,1,"1","2",95.3,0,1
"5938","1",42,1,3,1,3,"2","1",73.9,4,0
"5939","1",33,3,2,2,2,"3","2",24.5,0,0
"5940","1",70,1,3,1,1,"3","1",84.6,0,1
"5941","1",68,2,1,1,3,"1","1",44.95,0,1
"5942","1",1,2,1,1,1,"1","2",24.7,0,1
"5943","1",37,3,1,3,3,"1","1",100.3,2,1
"5944","1",4,3,2,2,2,"1","2",25.45,0,1
"5945","1",1,1,3,1,1,"1","2",50.7,0,1
"5946","1",20,2,3,3,1,"1","2",55,0,1
"5947","1",72,1,3,3,1,"3","1",68.4,0,1
"5948","1",31,3,1,1,3,"1","2",89.9,5,0
"5949","2",18,1,1,1,3,"1","1",78.55,0,0
"5950","1",11,1,1,3,1,"1","2",55.05,0,1
"5951","1",33,1,2,2,2,"3","1",19.8,0,1
"5952","2",62,3,1,3,1,"2","1",84.45,0,1
"5953","1",1,2,1,1,1,"1","1",35.9,0,1
"5954","1",16,1,3,1,1,"1","1",80.75,0,1
"5955","1",22,3,1,3,3,"2","2",78.65,0,1
"5956","1",49,1,3,1,1,"1","1",61.75,0,1
"5957","1",36,1,3,1,3,"2","2",63.7,0,1
"5958","1",42,3,1,1,3,"1","2",99.45,4,0
"5959","2",4,2,1,1,1,"1","2",25.2,0,0
"5960","1",12,3,1,3,3,"2","1",74.05,0,0
"5961","1",31,1,3,1,1,"1","1",87.6,0,1
"5962","1",5,3,3,1,3,"1","2",89.15,0,1
"5963","1",66,1,2,2,2,"3","1",20,0,1
"5964","2",15,3,1,1,1,"1","1",55,1,0
"5965","1",64,3,1,3,3,"3","2",104.4,0,1
"5966","1",10,1,2,2,2,"1","2",20.05,0,1
"5967","1",7,1,1,3,1,"1","2",89.75,1,0
"5968","1",29,2,1,1,1,"1","1",34.3,0,1
"5969","1",57,1,2,2,2,"3","1",20.65,4,1
"5970","1",46,3,3,1,1,"1","1",84.25,0,1
"5971","1",53,1,2,2,2,"3","1",19.65,0,1
"5972","1",17,1,3,3,3,"2","1",79.85,0,1
"5973","1",38,1,2,2,2,"3","2",20.2,0,1
"5974","1",15,1,2,2,2,"2","1",19.8,0,1
"5975","1",22,2,1,3,3,"1","2",50.35,0,1
"5976","1",14,3,1,1,3,"1","2",85.15,0,0
"5977","1",57,3,1,3,1,"2","1",74.6,0,1
"5978","2",11,1,1,1,3,"1","2",79.15,0,1
"5979","1",1,1,2,2,2,"3","1",20.35,0,1
"5980","1",12,1,2,2,2,"3","1",21.05,0,1
"5981","2",3,3,1,3,3,"1","2",94.6,0,0
"5982","1",36,1,1,3,3,"1","2",94.7,0,1
"5983","1",16,1,3,3,3,"1","2",94.25,1,0
"5984","1",65,3,3,1,3,"2","1",72.45,5,0
"5985","1",2,1,1,1,1,"1","1",74.95,0,1
"5986","1",42,3,3,3,3,"1","2",105.2,3,0
"5987","1",72,1,3,3,3,"3","1",111.95,0,1
"5988","1",62,1,2,2,2,"3","1",19.85,0,1
"5989","1",6,3,1,3,1,"1","2",89.75,0,1
"5990","1",48,1,2,2,2,"3","2",20.05,2,1
"5991","1",35,3,3,3,3,"3","2",108.95,0,1
"5992","1",52,1,2,2,2,"2","1",19.65,0,1
"5993","1",1,2,1,1,1,"1","2",24.9,0,1
"5994","1",6,3,1,3,1,"1","2",82.85,0,0
"5995","1",71,3,3,3,3,"3","1",93.2,0,1
"5996","1",67,1,3,1,1,"2","1",84.8,0,1
"5997","2",60,3,3,1,3,"2","2",71.75,0,1
"5998","1",23,2,1,1,1,"1","2",30.35,0,1
"5999","1",39,2,1,3,3,"2","1",54.85,0,1
"6000","1",15,1,2,2,2,"2","2",19.5,1,1
"6001","2",53,3,1,3,3,"1","2",103.85,6,0
"6002","1",24,3,2,2,2,"3","1",24.2,1,1
"6003","1",37,1,2,2,2,"1","1",19.35,0,1
"6004","1",5,1,1,1,3,"1","2",83.6,0,0
"6005","2",50,3,1,3,3,"2","2",100.65,4,1
"6006","1",54,1,1,3,3,"2","2",94.1,0,1
"6007","1",3,1,3,1,1,"1","2",74.55,0,1
"6008","1",68,3,1,3,3,"2","1",108.45,6,0
"6009","1",5,1,1,1,1,"1","1",56.15,0,1
"6010","1",33,1,2,2,2,"3","1",20.35,0,1
"6011","1",41,3,1,3,3,"2","2",80.55,0,1
"6012","1",34,2,3,3,3,"2","1",61.25,0,1
"6013","1",13,1,2,2,2,"1","2",20.45,0,1
"6014","1",20,1,2,2,2,"1","2",18.9,0,1
"6015","2",51,1,2,2,2,"3","1",19.6,0,1
"6016","1",3,3,1,1,3,"1","2",91.5,0,0
"6017","1",41,1,1,1,1,"1","1",45.2,0,1
"6018","1",13,1,2,2,2,"1","1",19.45,0,1
"6019","1",35,3,2,2,2,"3","1",25.45,0,1
"6020","1",12,1,3,1,1,"1","1",80.85,0,0
"6021","1",4,1,3,1,3,"1","2",94.9,0,1
"6022","1",43,2,1,3,3,"1","2",49.05,5,0
"6023","2",12,2,1,1,1,"1","2",29.3,0,1
"6024","2",68,3,1,3,3,"1","2",105.3,5,0
"6025","2",25,3,1,3,1,"1","2",88.95,2,0
"6026","1",7,1,2,2,2,"2","1",20.25,0,1
"6027","2",66,3,1,3,3,"2","2",110.85,5,0
"6028","1",53,1,3,3,3,"2","1",110.5,0,1
"6029","2",63,3,3,3,3,"1","2",109.4,0,1
"6030","1",70,3,3,3,3,"3","2",114.2,6,0
"6031","2",27,2,1,1,3,"1","1",36.5,0,0
"6032","1",1,1,1,1,1,"1","1",70.75,0,0
"6033","1",5,1,2,2,2,"1","1",19.95,0,1
"6034","2",37,1,2,2,2,"2","1",19.6,0,1
"6035","1",3,2,1,3,1,"1","2",40.15,2,0
"6036","1",12,3,1,1,1,"1","2",76.6,0,1
"6037","1",38,1,2,2,2,"2","1",19.6,0,1
"6038","1",9,1,1,1,3,"1","2",85.3,0,1
"6039","1",13,3,3,1,3,"1","2",65.85,0,1
"6040","2",29,3,1,3,3,"1","2",94.45,2,0
"6041","1",47,1,2,2,2,"3","1",20.05,0,1
"6042","1",61,3,3,3,1,"1","1",99.4,0,1
"6043","1",16,1,2,2,2,"1","1",20,1,1
"6044","1",41,1,3,3,3,"3","1",78.45,0,1
"6045","1",43,3,2,2,2,"3","2",25.1,0,1
"6046","1",36,3,1,3,1,"1","2",97.35,3,0
"6047","1",6,1,1,1,3,"1","2",55,0,1
"6048","1",58,3,3,1,1,"2","2",71.1,0,1
"6049","1",19,1,1,3,1,"1","2",61.55,0,1
"6050","1",11,1,1,1,1,"1","2",45.9,0,1
"6051","1",39,2,3,1,1,"2","2",40.3,0,1
"6052","2",8,1,1,3,1,"1","2",87.1,0,1
"6053","1",26,3,1,1,1,"1","2",49.5,0,1
"6054","2",53,1,1,1,1,"1","2",73.8,0,1
"6055","1",70,1,2,2,2,"3","2",19.2,0,1
"6056","1",1,2,1,3,3,"1","2",45.3,0,0
"6057","1",59,3,2,2,2,"3","1",25,0,1
"6058","1",2,1,1,3,3,"1","1",94.95,0,0
"6059","1",7,2,3,1,1,"2","1",35.3,0,1
"6060","1",12,1,1,1,1,"1","2",44.55,0,0
"6061","1",59,1,1,3,3,"2","1",76.75,0,1
"6062","1",61,3,1,3,3,"3","2",81,0,1
"6063","1",72,3,3,3,3,"3","2",105.55,0,1
"6064","1",13,1,2,2,2,"1","1",18.8,0,1
"6065","1",64,3,2,2,2,"2","1",24.9,0,1
"6066","1",1,2,1,1,1,"1","2",23.45,0,0
"6067","1",10,1,1,1,3,"2","1",64.9,0,1
"6068","1",65,1,3,1,1,"2","1",61.35,0,1
"6069","1",62,3,3,3,3,"3","1",113.95,0,1
"6070","1",55,3,3,3,3,"2","2",90.15,0,1
"6071","1",25,3,1,1,1,"1","1",54.1,0,1
"6072","1",1,2,3,1,1,"1","1",29.7,0,0
"6073","1",1,1,3,1,1,"1","2",49.8,0,1
"6074","1",59,3,1,3,3,"1","1",101.1,5,0
"6075","2",64,3,2,2,2,"3","2",24.4,0,1
"6076","1",36,3,1,3,3,"1","2",95,0,1
"6077","1",3,3,1,1,1,"1","2",50.65,0,0
"6078","1",61,3,3,1,3,"3","2",69.9,0,1
"6079","1",26,2,1,3,1,"2","2",39.95,0,1
"6080","1",1,1,1,1,3,"1","2",55.4,0,0
"6081","2",1,3,1,3,1,"1","2",90.6,0,0
"6082","1",68,1,3,3,3,"3","2",103.25,0,1
"6083","2",2,3,1,3,1,"1","2",86.85,0,0
"6084","1",72,3,3,1,1,"3","2",94.25,0,1
"6085","1",71,2,1,1,3,"3","2",47.05,0,1
"6086","1",57,1,2,2,2,"3","1",20.55,0,1
"6087","1",4,1,2,2,2,"1","2",19.65,0,1
"6088","2",1,1,1,1,1,"1","2",70.2,0,1
"6089","1",72,3,3,1,3,"3","1",81,0,1
"6090","1",21,3,3,3,3,"2","2",75.9,0,1
"6091","1",71,3,2,2,2,"3","1",24.7,5,1
"6092","2",29,3,1,3,3,"1","2",99.05,1,0
"6093","2",69,3,3,3,3,"3","1",110.25,0,1
"6094","1",64,3,3,3,3,"3","2",85,0,1
"6095","1",16,1,2,2,2,"1","1",19.75,0,1
"6096","1",4,3,2,2,2,"2","1",23.9,0,1
"6097","1",52,3,3,3,3,"2","2",111.25,4,0
"6098","1",2,1,3,1,1,"1","2",55.1,1,0
"6099","1",1,1,2,2,2,"1","1",19.95,0,1
"6100","1",18,2,1,1,1,"1","1",25.15,0,1
"6101","1",2,3,1,1,1,"1","1",54.15,0,1
"6102","1",19,1,1,1,3,"1","2",59.8,0,1
"6103","1",40,3,1,1,3,"1","1",83.85,0,1
"6104","2",66,3,1,3,3,"2","2",104.9,0,1
"6105","1",21,3,1,1,1,"1","1",75.3,0,1
"6106","1",8,1,1,3,1,"1","2",66.65,0,1
"6107","1",72,1,3,3,3,"3","2",109.5,0,1
"6108","1",48,3,1,3,1,"2","2",73.85,0,1
"6109","1",69,1,2,2,2,"3","2",19.3,0,1
"6110","1",72,3,3,3,3,"3","2",118.2,1,1
"6111","1",14,1,1,1,1,"2","1",51.45,0,1
"6112","1",6,1,1,3,1,"1","1",59.45,0,1
"6113","1",8,1,2,2,2,"3","1",19.5,0,1
"6114","1",17,1,2,2,2,"2","1",19.55,0,1
"6115","1",65,3,3,1,3,"2","1",93.55,0,1
"6116","1",57,1,3,1,1,"2","2",59.3,0,1
"6117","1",13,3,1,3,3,"1","2",102.25,2,0
"6118","2",19,1,1,3,3,"1","2",95.9,1,0
"6119","1",56,3,3,3,3,"2","1",109.8,0,1
"6120","1",14,1,1,1,3,"1","2",78.1,0,1
"6121","1",52,2,3,1,3,"1","2",39.9,3,1
"6122","1",58,1,3,1,1,"3","2",64.9,0,1
"6123","2",47,3,1,3,1,"1","2",95.05,4,0
"6124","1",67,2,1,3,3,"1","2",53.4,3,1
"6125","1",2,2,1,1,1,"1","2",24.9,0,1
"6126","2",6,1,1,1,1,"1","1",44.7,0,1
"6127","1",71,3,3,3,3,"3","2",114,0,1
"6128","1",46,1,2,2,2,"3","1",20.25,0,1
"6129","1",5,1,3,1,1,"1","1",53.85,0,0
"6130","2",67,3,3,1,1,"1","1",83.85,0,1
"6131","1",3,1,2,2,2,"1","1",20.2,0,1
"6132","1",3,1,2,2,2,"1","1",19.95,0,1
"6133","2",52,3,3,3,3,"1","2",104.2,5,0
"6134","1",42,3,1,1,1,"1","2",50.25,0,0
"6135","1",50,1,2,2,2,"2","2",20.35,0,1
